timestamp_ms,timestamp_iso,status,response_time_ms,http_code,error
1769439178794,2026-01-26T06:52:58.794,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439178844,2026-01-26T06:52:58.844,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439178894,2026-01-26T06:52:58.894,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439178944,2026-01-26T06:52:58.944,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439178995,2026-01-26T06:52:58.995,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439179045,2026-01-26T06:52:59.045,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179095,2026-01-26T06:52:59.095,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179145,2026-01-26T06:52:59.145,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179195,2026-01-26T06:52:59.195,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179245,2026-01-26T06:52:59.245,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439179295,2026-01-26T06:52:59.295,failure,0.10,,Connection error: [Errno 111] Connection refused
1769439179346,2026-01-26T06:52:59.346,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439179396,2026-01-26T06:52:59.396,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439179446,2026-01-26T06:52:59.446,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439179496,2026-01-26T06:52:59.496,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439179546,2026-01-26T06:52:59.546,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439179596,2026-01-26T06:52:59.596,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439179646,2026-01-26T06:52:59.646,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179696,2026-01-26T06:52:59.696,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439179747,2026-01-26T06:52:59.747,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179797,2026-01-26T06:52:59.797,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179847,2026-01-26T06:52:59.847,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179897,2026-01-26T06:52:59.897,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179947,2026-01-26T06:52:59.947,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439179997,2026-01-26T06:52:59.997,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439180047,2026-01-26T06:53:00.047,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439180097,2026-01-26T06:53:00.097,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439180148,2026-01-26T06:53:00.148,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439180198,2026-01-26T06:53:00.198,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439180248,2026-01-26T06:53:00.248,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439180298,2026-01-26T06:53:00.298,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439180348,2026-01-26T06:53:00.348,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439180398,2026-01-26T06:53:00.398,failure,0.10,,Connection error: [Errno 111] Connection refused
1769439180448,2026-01-26T06:53:00.448,failure,0.09,,Connection error: [Errno 111] Connection refused
1769439180498,2026-01-26T06:53:00.498,failure,0.09,,Connection error: [Errno 111] Connection refused
1769439180548,2026-01-26T06:53:00.548,failure,0.08,,Connection error: [Errno 111] Connection refused
1769439180599,2026-01-26T06:53:00.599,failure,0.08,,Connection error: [Errno 111] Connection refused
1769439180649,2026-01-26T06:53:00.649,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439180699,2026-01-26T06:53:00.699,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439180749,2026-01-26T06:53:00.749,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439180799,2026-01-26T06:53:00.799,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439180849,2026-01-26T06:53:00.849,failure,0.14,,Connection error: [Errno 111] Connection refused
1769439180899,2026-01-26T06:53:00.899,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439180949,2026-01-26T06:53:00.949,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181000,2026-01-26T06:53:01.000,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181050,2026-01-26T06:53:01.050,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181100,2026-01-26T06:53:01.100,failure,0.25,,Connection error: [Errno 111] Connection refused
1769439181150,2026-01-26T06:53:01.150,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181200,2026-01-26T06:53:01.200,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181250,2026-01-26T06:53:01.250,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181301,2026-01-26T06:53:01.301,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181351,2026-01-26T06:53:01.351,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181401,2026-01-26T06:53:01.401,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181451,2026-01-26T06:53:01.451,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181501,2026-01-26T06:53:01.501,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181551,2026-01-26T06:53:01.551,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181601,2026-01-26T06:53:01.601,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181652,2026-01-26T06:53:01.652,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181702,2026-01-26T06:53:01.702,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181752,2026-01-26T06:53:01.752,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181802,2026-01-26T06:53:01.802,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181852,2026-01-26T06:53:01.852,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439181902,2026-01-26T06:53:01.902,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439181952,2026-01-26T06:53:01.952,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182002,2026-01-26T06:53:02.002,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182053,2026-01-26T06:53:02.053,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182103,2026-01-26T06:53:02.103,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182153,2026-01-26T06:53:02.153,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182203,2026-01-26T06:53:02.203,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182253,2026-01-26T06:53:02.253,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182303,2026-01-26T06:53:02.303,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182353,2026-01-26T06:53:02.353,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182404,2026-01-26T06:53:02.404,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182454,2026-01-26T06:53:02.454,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182504,2026-01-26T06:53:02.504,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182554,2026-01-26T06:53:02.554,failure,0.24,,Connection error: [Errno 111] Connection refused
1769439182604,2026-01-26T06:53:02.604,failure,0.13,,Connection error: [Errno 111] Connection refused
1769439182654,2026-01-26T06:53:02.654,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182704,2026-01-26T06:53:02.704,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182755,2026-01-26T06:53:02.755,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182805,2026-01-26T06:53:02.805,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182855,2026-01-26T06:53:02.855,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182905,2026-01-26T06:53:02.905,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439182955,2026-01-26T06:53:02.955,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183005,2026-01-26T06:53:03.005,failure,0.23,,Connection error: [Errno 111] Connection refused
1769439183056,2026-01-26T06:53:03.056,failure,0.24,,Connection error: [Errno 111] Connection refused
